condition	stimulus	ITI	trial	targetResponse	block	subject	task
distractor	4	0.89	39	right	3	6	P300
distractor	1	1.85	40	right	3	6	P300
distractor	1	1	41	right	3	6	P300
target	2	1.14	42	right	3	6	P300
distractor	5	0.97	43	right	3	6	P300
distractor	1	2.19	44	right	3	6	P300
distractor	5	0.75	45	right	3	6	P300
distractor	1	0.88	46	right	3	6	P300
distractor	5	1.19	47	right	3	6	P300
distractor	3	1.36	48	right	3	6	P300
distractor	3	0.92	49	right	3	6	P300
distractor	3	1.28	50	right	3	6	P300
distractor	5	0.9	51	right	3	6	P300
distractor	1	0.74	52	right	3	6	P300
distractor	4	0.7	53	right	3	6	P300
distractor	1	0.76	54	right	3	6	P300
distractor	4	2.58	55	right	3	6	P300
target	2	0.79	56	right	3	6	P300
distractor	5	1.06	57	right	3	6	P300
target	2	0.7	58	right	3	6	P300
distractor	5	0.98	59	right	3	6	P300
target	2	0.85	60	right	3	6	P300
distractor	4	1.85	61	right	3	6	P300
distractor	5	1.22	62	right	3	6	P300
distractor	1	0.93	63	right	3	6	P300
distractor	3	0.71	64	right	3	6	P300
distractor	1	1.2	65	right	3	6	P300
distractor	4	1.18	66	right	3	6	P300
distractor	3	0.87	67	right	3	6	P300
target	2	2.25	68	right	3	6	P300
distractor	5	1.8	69	right	3	6	P300
distractor	3	1	70	right	3	6	P300
distractor	5	1.51	71	right	3	6	P300
distractor	1	1.52	72	right	3	6	P300
target	2	0.9	73	right	3	6	P300
distractor	5	2.85	74	right	3	6	P300
distractor	3	0.91	75	right	3	6	P300
target	2	1.32	76	right	3	6	P300
distractor	1	0.75	77	right	3	6	P300
target	2	0.96	78	right	3	6	P300
distractor	1	1.05	79	right	3	6	P300
distractor	5	1.23	80	right	3	6	P300
distractor	1	1.11	81	right	3	6	P300
distractor	5	0.85	82	right	3	6	P300
distractor	1	1.65	83	right	3	6	P300
distractor	5	1.38	84	right	3	6	P300
distractor	5	0.92	85	right	3	6	P300
target	2	0.83	86	right	3	6	P300
distractor	4	1.44	87	right	3	6	P300
distractor	4	0.83	88	right	3	6	P300
distractor	4	0.83	89	right	3	6	P300
distractor	5	0.83	90	right	3	6	P300
distractor	5	1.1	91	right	3	6	P300
distractor	4	0.83	92	right	3	6	P300
distractor	4	1.54	93	right	3	6	P300
distractor	1	0.84	94	right	3	6	P300
distractor	4	1.97	95	right	3	6	P300
distractor	1	0.91	96	right	3	6	P300
distractor	5	1.24	97	right	3	6	P300
distractor	4	0.78	98	right	3	6	P300
distractor	1	0.78	99	right	3	6	P300
distractor	1	0.83	100	right	3	6	P300
distractor	1	0.84	101	right	3	6	P300
distractor	1	1.17	102	right	3	6	P300
distractor	3	2.06	103	right	3	6	P300
distractor	4	1.17	104	right	3	6	P300
distractor	3	1.12	105	right	3	6	P300
distractor	1	2.32	106	right	3	6	P300
distractor	4	0.86	107	right	3	6	P300
distractor	3	1.39	108	right	3	6	P300
distractor	3	1.11	109	right	3	6	P300
distractor	3	1.12	110	right	3	6	P300
target	2	0.91	111	right	3	6	P300
distractor	3	2.34	112	right	3	6	P300
target	2	0.86	113	right	3	6	P300
distractor	4	1.11	114	right	3	6	P300
target	2	0.83	115	right	3	6	P300
distractor	4	0.73	116	right	3	6	P300
distractor	3	0.91	117	right	3	6	P300
distractor	5	1.1	118	right	3	6	P300
distractor	4	1.07	119	right	3	6	P300
distractor	5	1.66	120	right	3	6	P300
distractor	1	0.83	1	left	4	6	P300
distractor	3	0.76	2	left	4	6	P300
distractor	1	0.89	3	left	4	6	P300
distractor	1	0.74	4	left	4	6	P300
distractor	2	0.91	5	left	4	6	P300
distractor	2	1.84	6	left	4	6	P300
distractor	3	1.04	7	left	4	6	P300
target	4	0.8	8	left	4	6	P300
distractor	5	1.28	9	left	4	6	P300
distractor	1	1.27	10	left	4	6	P300
target	4	1.39	11	left	4	6	P300
distractor	3	1.19	12	left	4	6	P300
distractor	1	2.37	13	left	4	6	P300
distractor	1	0.78	14	left	4	6	P300
target	4	0.93	15	left	4	6	P300
distractor	2	0.99	16	left	4	6	P300
distractor	5	0.79	17	left	4	6	P300
target	4	0.9	18	left	4	6	P300
distractor	1	1.93	19	left	4	6	P300
distractor	3	1.07	20	left	4	6	P300
target	4	1.38	21	left	4	6	P300
distractor	5	0.84	22	left	4	6	P300
distractor	2	1.12	23	left	4	6	P300
distractor	3	0.81	24	left	4	6	P300
distractor	5	0.8	25	left	4	6	P300
distractor	2	2.2	26	left	4	6	P300
distractor	3	0.85	27	left	4	6	P300
distractor	2	0.81	28	left	4	6	P300
target	4	0.84	29	left	4	6	P300
distractor	5	0.71	30	left	4	6	P300
target	4	1.06	31	left	4	6	P300
distractor	2	0.77	32	left	4	6	P300
distractor	3	0.92	33	left	4	6	P300
target	4	1.28	34	left	4	6	P300
distractor	3	1.56	35	left	4	6	P300
distractor	5	0.81	36	left	4	6	P300
target	4	1.01	37	left	4	6	P300
distractor	5	0.73	38	left	4	6	P300
distractor	2	0.75	39	left	4	6	P300
distractor	3	0.9	40	left	4	6	P300
distractor	5	1.16	41	left	4	6	P300
target	4	0.85	42	left	4	6	P300
distractor	1	0.73	43	left	4	6	P300
distractor	2	0.94	44	left	4	6	P300
distractor	2	1	45	left	4	6	P300
distractor	3	1.61	46	left	4	6	P300
target	4	0.86	47	left	4	6	P300
distractor	5	0.72	48	left	4	6	P300
target	4	0.86	49	left	4	6	P300
distractor	5	0.92	50	left	4	6	P300
distractor	3	0.78	51	left	4	6	P300
distractor	5	1.07	52	left	4	6	P300
distractor	5	0.96	53	left	4	6	P300
target	4	0.8	54	left	4	6	P300
distractor	1	0.7	55	left	4	6	P300
distractor	3	2.77	56	left	4	6	P300
distractor	2	2.32	57	left	4	6	P300
distractor	2	0.75	58	left	4	6	P300
distractor	3	1.6	59	left	4	6	P300
target	4	2.63	60	left	4	6	P300
distractor	5	0.82	61	left	4	6	P300
distractor	3	1.49	62	left	4	6	P300
distractor	5	1.02	63	left	4	6	P300
distractor	3	1.02	64	left	4	6	P300
distractor	1	0.74	65	left	4	6	P300
distractor	3	0.96	66	left	4	6	P300
distractor	2	2.75	67	left	4	6	P300
distractor	1	0.76	68	left	4	6	P300
distractor	5	1.54	69	left	4	6	P300
distractor	1	1.62	70	left	4	6	P300
distractor	1	0.73	71	left	4	6	P300
distractor	1	1.24	72	left	4	6	P300
distractor	1	0.7	73	left	4	6	P300
distractor	1	0.89	74	left	4	6	P300
distractor	3	1.59	75	left	4	6	P300
distractor	5	1.63	76	left	4	6	P300
distractor	2	2.27	77	left	4	6	P300
distractor	1	0.96	78	left	4	6	P300
target	4	0.84	79	left	4	6	P300
distractor	1	1	80	left	4	6	P300
distractor	3	0.94	81	left	4	6	P300
distractor	3	1.17	82	left	4	6	P300
distractor	1	1.89	83	left	4	6	P300
distractor	3	0.95	84	left	4	6	P300
distractor	1	1.62	85	left	4	6	P300
target	4	1.42	86	left	4	6	P300
distractor	1	0.79	87	left	4	6	P300
distractor	2	1.16	88	left	4	6	P300
distractor	2	1.51	89	left	4	6	P300
distractor	3	1.15	90	left	4	6	P300
distractor	5	1.47	91	left	4	6	P300
target	4	0.96	92	left	4	6	P300
distractor	5	0.97	93	left	4	6	P300
target	4	1.31	94	left	4	6	P300
distractor	2	1.57	95	left	4	6	P300
target	4	1.1	96	left	4	6	P300
distractor	5	0.95	97	left	4	6	P300
distractor	2	1.49	98	left	4	6	P300
distractor	5	1.13	99	left	4	6	P300
target	4	0.85	100	left	4	6	P300
distractor	2	1.53	101	left	4	6	P300
target	4	1.24	102	left	4	6	P300
distractor	3	0.84	103	left	4	6	P300
distractor	2	0.78	104	left	4	6	P300
distractor	1	1.08	105	left	4	6	P300
distractor	5	2.25	106	left	4	6	P300
distractor	1	0.94	107	left	4	6	P300
distractor	2	0.73	108	left	4	6	P300
distractor	2	0.78	109	left	4	6	P300
distractor	1	1.28	110	left	4	6	P300
distractor	3	0.73	111	left	4	6	P300
target	4	0.92	112	left	4	6	P300
distractor	5	1.74	113	left	4	6	P300
target	4	0.95	114	left	4	6	P300
distractor	3	0.72	115	left	4	6	P300
distractor	2	0.71	116	left	4	6	P300
distractor	2	1.72	117	left	4	6	P300
distractor	5	0.97	118	left	4	6	P300
target	4	0.76	119	left	4	6	P300
distractor	5	1.35	120	left	4	6	P300
distractor	5	0.75	1	right	5	6	P300
distractor	1	0.8	2	right	5	6	P300
distractor	4	0.8	3	right	5	6	P300
distractor	4	1.35	4	right	5	6	P300
distractor	4	1.51	5	right	5	6	P300
distractor	5	2.35	6	right	5	6	P300
distractor	5	1.11	7	right	5	6	P300
distractor	2	1.08	8	right	5	6	P300
distractor	4	1.03	9	right	5	6	P300
distractor	1	1.46	10	right	5	6	P300
distractor	5	1.5	11	right	5	6	P300
distractor	2	0.82	12	right	5	6	P300
distractor	2	0.76	13	right	5	6	P300
distractor	4	1.95	14	right	5	6	P300
distractor	4	1.19	15	right	5	6	P300
distractor	5	1.47	16	right	5	6	P300
distractor	1	1.38	17	right	5	6	P300
target	3	1.05	18	right	5	6	P300
distractor	2	0.7	19	right	5	6	P300
distractor	4	0.86	20	right	5	6	P300
distractor	2	0.75	21	right	5	6	P300
target	3	1.02	22	right	5	6	P300
distractor	1	1.08	23	right	5	6	P300
distractor	4	0.79	24	right	5	6	P300
distractor	5	1.01	25	right	5	6	P300
distractor	4	1.33	26	right	5	6	P300
distractor	4	0.73	27	right	5	6	P300
distractor	2	0.88	28	right	5	6	P300
distractor	1	0.87	29	right	5	6	P300
distractor	1	1.14	30	right	5	6	P300
distractor	1	1.28	31	right	5	6	P300
target	3	0.91	32	right	5	6	P300
distractor	1	1.69	33	right	5	6	P300
distractor	1	1.42	34	right	5	6	P300
target	3	0.74	35	right	5	6	P300
distractor	2	0.92	36	right	5	6	P300
target	3	0.72	37	right	5	6	P300
distractor	1	0.7	38	right	5	6	P300
target	3	1.14	39	right	5	6	P300
distractor	4	1.15	40	right	5	6	P300
distractor	2	1.39	41	right	5	6	P300
distractor	2	1.08	42	right	5	6	P300
distractor	5	0.94	43	right	5	6	P300
distractor	4	0.89	44	right	5	6	P300
distractor	5	0.84	45	right	5	6	P300
target	3	0.71	46	right	5	6	P300
distractor	5	0.74	47	right	5	6	P300
distractor	5	1.02	48	right	5	6	P300
distractor	4	0.79	49	right	5	6	P300
distractor	1	0.84	50	right	5	6	P300
distractor	2	0.73	51	right	5	6	P300
target	3	1.06	52	right	5	6	P300
distractor	2	1.02	53	right	5	6	P300
distractor	5	1.65	54	right	5	6	P300
distractor	5	0.89	55	right	5	6	P300
distractor	1	1.12	56	right	5	6	P300
distractor	2	0.99	57	right	5	6	P300
target	3	0.86	58	right	5	6	P300
distractor	2	1.92	59	right	5	6	P300
target	3	0.97	60	right	5	6	P300
distractor	1	1.46	61	right	5	6	P300
target	3	0.83	62	right	5	6	P300
distractor	2	0.73	63	right	5	6	P300
target	3	0.79	64	right	5	6	P300
distractor	4	1.78	65	right	5	6	P300
distractor	5	0.78	66	right	5	6	P300
distractor	5	0.93	67	right	5	6	P300
distractor	4	1.56	68	right	5	6	P300
target	3	1.59	69	right	5	6	P300
distractor	5	0.9	70	right	5	6	P300
distractor	4	1.07	71	right	5	6	P300
distractor	1	1.82	72	right	5	6	P300
target	3	1.19	73	right	5	6	P300
distractor	2	1	74	right	5	6	P300
distractor	5	1.1	75	right	5	6	P300
distractor	2	0.7	76	right	5	6	P300
target	3	0.72	77	right	5	6	P300
distractor	4	1.08	78	right	5	6	P300
distractor	1	1.13	79	right	5	6	P300
distractor	2	1.1	80	right	5	6	P300
target	3	0.85	81	right	5	6	P300
distractor	5	1.04	82	right	5	6	P300
target	3	1	83	right	5	6	P300
distractor	1	0.84	84	right	5	6	P300
distractor	1	1.97	85	right	5	6	P300
distractor	4	0.74	86	right	5	6	P300
distractor	1	2.64	87	right	5	6	P300
distractor	1	0.71	88	right	5	6	P300
distractor	2	0.82	89	right	5	6	P300
distractor	5	0.8	90	right	5	6	P300
target	3	0.75	91	right	5	6	P300
distractor	2	0.86	92	right	5	6	P300
distractor	4	0.87	93	right	5	6	P300
target	3	0.72	94	right	5	6	P300
distractor	5	1.16	95	right	5	6	P300
target	3	0.7	96	right	5	6	P300
distractor	4	1.18	97	right	5	6	P300
distractor	1	2.06	98	right	5	6	P300
distractor	5	1.71	99	right	5	6	P300
target	3	2.07	100	right	5	6	P300
distractor	4	0.93	101	right	5	6	P300
distractor	5	1	102	right	5	6	P300
distractor	2	1.31	103	right	5	6	P300
distractor	5	0.87	104	right	5	6	P300
distractor	1	1.18	105	right	5	6	P300
distractor	2	1.1	106	right	5	6	P300
distractor	2	0.84	107	right	5	6	P300
distractor	4	0.8	108	right	5	6	P300
target	3	1.61	109	right	5	6	P300
distractor	2	1.4	110	right	5	6	P300
target	3	0.89	111	right	5	6	P300
distractor	2	0.75	112	right	5	6	P300
distractor	1	0.83	113	right	5	6	P300
distractor	4	0.72	114	right	5	6	P300
distractor	5	1.28	115	right	5	6	P300
distractor	4	0.78	116	right	5	6	P300
distractor	1	0.99	117	right	5	6	P300
distractor	1	0.96	118	right	5	6	P300
distractor	5	0.99	119	right	5	6	P300
target	3	0.73	120	right	5	6	P300
distractor	3	1.1	1	left	6	6	P300
distractor	1	1.06	2	left	6	6	P300
distractor	5	0.81	3	left	6	6	P300
distractor	3	0.79	4	left	6	6	P300
distractor	1	1.18	5	left	6	6	P300
distractor	1	0.92	6	left	6	6	P300
target	2	1.04	7	left	6	6	P300
distractor	3	0.88	8	left	6	6	P300
target	2	0.76	9	left	6	6	P300
distractor	4	1.27	10	left	6	6	P300
target	2	1.05	11	left	6	6	P300
distractor	5	1.21	12	left	6	6	P300
distractor	1	0.74	13	left	6	6	P300
distractor	3	1.05	14	left	6	6	P300
distractor	4	1.16	15	left	6	6	P300
target	2	1.5	16	left	6	6	P300
distractor	5	0.89	17	left	6	6	P300
distractor	4	1.41	18	left	6	6	P300
distractor	1	0.7	19	left	6	6	P300
distractor	4	1.07	20	left	6	6	P300
target	2	0.77	21	left	6	6	P300
distractor	1	0.72	22	left	6	6	P300
distractor	3	0.99	23	left	6	6	P300
distractor	5	0.84	24	left	6	6	P300
distractor	5	0.83	25	left	6	6	P300
distractor	3	1.09	26	left	6	6	P300
distractor	1	0.84	27	left	6	6	P300
distractor	5	0.88	28	left	6	6	P300
target	2	0.88	29	left	6	6	P300
distractor	1	1.9	30	left	6	6	P300
target	2	1.04	31	left	6	6	P300
distractor	1	0.74	32	left	6	6	P300
distractor	5	0.86	33	left	6	6	P300
distractor	4	1.2	34	left	6	6	P300
target	2	0.84	35	left	6	6	P300
distractor	1	0.83	36	left	6	6	P300
target	2	1.57	37	left	6	6	P300
distractor	4	0.77	38	left	6	6	P300
distractor	4	0.75	39	left	6	6	P300
distractor	3	1.21	40	left	6	6	P300
target	2	0.72	41	left	6	6	P300
distractor	1	1.01	42	left	6	6	P300
distractor	5	0.7	43	left	6	6	P300
distractor	5	1.04	44	left	6	6	P300
distractor	1	0.87	45	left	6	6	P300
distractor	4	1.11	46	left	6	6	P300
distractor	3	1.5	47	left	6	6	P300
distractor	4	1.48	48	left	6	6	P300
distractor	3	0.82	49	left	6	6	P300
distractor	3	0.85	50	left	6	6	P300
target	2	0.77	51	left	6	6	P300
distractor	1	0.75	52	left	6	6	P300
target	2	2.58	53	left	6	6	P300
distractor	3	0.72	54	left	6	6	P300
target	2	2.12	55	left	6	6	P300
distractor	3	0.73	56	left	6	6	P300
target	2	0.83	57	left	6	6	P300
distractor	4	0.72	58	left	6	6	P300
distractor	1	1.81	59	left	6	6	P300
distractor	3	1.01	60	left	6	6	P300
distractor	3	1.81	61	left	6	6	P300
distractor	5	1.15	62	left	6	6	P300
distractor	1	1.07	63	left	6	6	P300
distractor	4	0.92	64	left	6	6	P300
distractor	1	0.83	65	left	6	6	P300
distractor	5	1.38	66	left	6	6	P300
distractor	1	0.81	67	left	6	6	P300
distractor	5	0.73	68	left	6	6	P300
distractor	3	1.06	69	left	6	6	P300
distractor	4	0.78	70	left	6	6	P300
target	2	0.83	71	left	6	6	P300
distractor	5	1.67	72	left	6	6	P300
distractor	1	1.24	73	left	6	6	P300
distractor	3	0.74	74	left	6	6	P300
distractor	3	1.71	75	left	6	6	P300
distractor	3	1.72	76	left	6	6	P300
distractor	1	1.9	77	left	6	6	P300
target	2	1.03	78	left	6	6	P300
